Order_ID,Area,City,Region_Name,Restaurant_Name,Price_Category,Price,Popularity_Index,Popularity,Avg ratings,Total ratings,Rating_Category,Demand_Category,Food type,Cuisine_Count,Address,Delivery_Time_Mins,Delivery_Category
163208,Kondhwa,Pune,Pune - Kondhwa,Gulbarga Tahari And Biryani,Medium,250,0.72,Low,4.3,50,Good,Normal,Biryani,1,Omkar Garden,69,Slow
163212,Rohini,Delhi,Delhi - Rohini,The Hungry Pit,Medium,250,0.43,Low,3.6,20,Average,Normal,"Italian,Continental,Beverages,Fast Food,Combo",5,Rohini,47,Standard
163375,Aundh,Pune,Pune - Aundh,Paper Lantern,Medium,400,0.27,Low,4.3,20,Good,Normal,Asian,1,Gaikwad Nagar,73,Slow
163382,Tad Bun,Hyderabad,Hyderabad - Tad Bun,New Deccan Bakers And Sweet Shop,Low,100,0.86,Low,3.7,50,Average,Normal,"Sweets,North Indian,Bakery",3,Mecca Colony Kalapather,58,Standard
163739,Kodambakkam,Chennai,Chennai - Kodambakkam,Mannah Sweets,Medium,300,1.59,Moderate,4.6,100,Excellent,Normal,"Sweets,Snacks,Bakery,Indian",4,Kodambakkam,63,Slow
163740,Koramangala,Bangalore,Bangalore - Koramangala,Darjeeling Hot Momos,Medium,250,1.92,Moderate,4.2,100,Good,Normal,Chinese,1,Koramangala,52,Standard
163869,Powai,Mumbai,Mumbai - Powai,Boston Breadz,Medium,400,1.96,Moderate,3.9,100,Average,Normal,"American,Fast Food,Snacks",3,Liberty Industrial Estate,51,Standard
163881,Kurla,Mumbai,Mumbai - Kurla,The Netrik'S Joint,Medium,200,2.27,High,3.1,100,Average,Normal,"Fast Food,Biryani,American,Lebanese,Beverages,Chinese",6,Kurla,44,Standard
163888,Karve Nagar,Pune,Pune - Karve Nagar,A1 Chinese,Medium,400,0.31,Low,3.6,20,Average,Normal,"Chinese,North Indian",2,Karve Nagar,64,Slow
164182,Kavadiguda,Hyderabad,Hyderabad - Kavadiguda,Azaan Bait Al Mandi,Medium,350,3.03,High,3.9,100,Average,Normal,Biryani,1,Rtc X Roads,33,Standard
164203,Begampura,Surat,Surat - Begampura,Saladish - Salads & More,Medium,200,1.28,Moderate,4.5,50,Excellent,Normal,"Salads,Fast Food",2,Kotsafil Road,39,Standard
164250,Park Circus,Kolkata,Kolkata - Park Circus,Universal Cafe,Medium,250,1.31,Moderate,2.9,80,Poor,Normal,Fast Food,1,Park Circus City Kolkata,61,Slow
164289,Shivaji Nagar,Hyderabad,Hyderabad - Shivaji Nagar,Eagles Pizza,Low,150,7.94,Very High,4,500,Good,Normal,Pizzas,1,S.P.Road  Secunderabad,63,Slow
164383,Paikpara,Kolkata,Kolkata - Paikpara,Lalla Biryani Corner,Medium,200,1.59,Moderate,4,100,Good,Normal,Biryani,1,Raja Mnindra Road,63,Slow
164440,Kalighat,Kolkata,Kolkata - Kalighat,Biryani Corner,Medium,300,0.27,Low,4.1,20,Good,Normal,"Biryani,Indian,Chinese,Tandoor",4,South Kolkata,73,Slow
164446,Baranagar,Kolkata,Kolkata - Baranagar,Tandoor Box,Medium,300,14.08,Very High,4.3,1000,Good,High Demand,"Tandoor,Kebabs,Combo,Mughlai,North Indian,Thalis",6,Dumdum,71,Slow
164455,New Alipore,Kolkata,Kolkata - New Alipore,Shahi Kitchen,Medium,300,0.25,Low,3.5,20,Average,Normal,"North Indian,Biryani",2,Alipore,81,Slow
164668,Alwarpet,Chennai,Chennai - Alwarpet,Gogo Thai,Medium,200,1.13,Moderate,2.9,80,Poor,Normal,Fast Food,1,Alwarpet,71,Slow
164766,Bandra Area,Mumbai,Mumbai - Bandra Area,Cincin,High,900,1.06,Moderate,4.4,50,Good,Normal,"Pizzas,Italian",2,Bandra Area,47,Standard
164784,Chembur,Mumbai,Mumbai - Chembur,Momo Bao Dimsum By Golden Wok,Medium,400,1.4,Moderate,2.9,80,Poor,Normal,"Chinese,Seafood",2,Chembur,57,Standard
164984,Kondhwa,Pune,Pune - Kondhwa,Cafe Bun Maska,Medium,250,1.52,Moderate,4,100,Good,Normal,"Snacks,Beverages,Chinese",3,Kondhwa,66,Slow
164991,Uppal,Hyderabad,Hyderabad - Uppal,Maggi Bowl,Medium,200,0.28,Low,2.7,20,Poor,Normal,Fast Food,1,Prashant Nagar,71,Slow
165130,Kondhwa,Pune,Pune - Kondhwa,Frieswalla,Medium,200,0.26,Low,4,20,Good,Normal,Fast Food,1,Bibwewadi,76,Slow
165276,Kasba,Kolkata,Kolkata - Kasba,Arman Biriyani,Medium,250,0.31,Low,4.1,20,Good,Normal,Biryani,1,Picnic Garden,64,Slow
165286,Baranagar,Kolkata,Kolkata - Baranagar,Dhaka Biryani House,Medium,500,1.56,Moderate,4.1,100,Good,Normal,"Biryani,Indian,Mughlai,Chinese",4,North Dumdum,64,Slow
165375,Paikpara,Kolkata,Kolkata - Paikpara,Shyamali'S Fast Food Centre,Medium,200,0.29,Low,4.5,20,Excellent,Normal,"Indian,Chinese",2,Shyamali'S Fast Food Centre,69,Slow
165658,Kodambakkam,Chennai,Chennai - Kodambakkam,Sai Datta Andhra Mess,Medium,200,0.27,Low,3.8,20,Average,Normal,"South Indian,Fast Food,Chinese",3,Near Five Lights Junction,75,Slow
165917,Langford Gardens,Bangalore,Bangalore - Langford Gardens,Shyvan Fast Food,Medium,200,0.51,Low,4.7,20,Excellent,Normal,"North Indian,Chinese",2,K H Road Circle,39,Standard
166189,Varachha,Surat,Surat - Varachha,Makkah Hotel,Medium,400,1.67,Moderate,2.9,80,Poor,Normal,North Indian,1,Nr Railrahat Colony,48,Standard
166390,Shivajinagar,Pune,Pune - Shivajinagar,Burger 69 & More,Medium,350,0.38,Low,4.1,20,Good,Normal,Fast Food,1,Baner,52,Standard
166728,Nampally,Hyderabad,Hyderabad - Nampally,Balaji Mithai Bhandar,Medium,300,3.85,High,4.2,100,Good,Normal,Sweets,1,Ek Minar Masjid Raoad,26,Fast
166775,Entally,Kolkata,Kolkata - Entally,Be Kebabii,Medium,250,1.36,Moderate,2.9,80,Poor,Normal,"Kebabs,Combo,Biryani,Mughlai,North Indian,Chinese",6,Merlin Residencey Entally,59,Standard
167068,Erandwane,Pune,Pune - Erandwane,Chow Chow Chinese,Medium,200,29.41,Very High,3.9,1000,Average,Normal,Chinese,1,Parvati Sadan Erandwane,34,Standard
167252,Sovabazar,Kolkata,Kolkata - Sovabazar,Blossoms,Medium,250,1.6,Moderate,2.9,80,Poor,Normal,"Chinese,Indian",2,Abhedananda Road Ward No.16,50,Standard
167437,Ashok Nagar,Bangalore,Bangalore - Ashok Nagar,Zoroy Luxury Chocolates,Medium,250,2.22,High,2.9,80,Poor,Normal,Desserts,1,Central Bangalore,36,Standard
167489,Golpark,Kolkata,Kolkata - Golpark,Puchkaman,Low,150,0.65,Low,3.5,50,Average,Normal,Fast Food,1,Dum Dum,77,Slow
167503,Dhankawadi,Pune,Pune - Dhankawadi,Bowls Of China (B.O.C),Medium,200,1.64,Moderate,3.9,100,Average,Normal,"Chinese,Beverages,Combo,Street Food,Pan-Asian,Tibetan,North Indian,Biryani,Punjabi",9,Jagdamba Mata Mandir,61,Slow
167544,Kalighat,Kolkata,Kolkata - Kalighat,My Hangout,Medium,500,0.98,Low,2.9,80,Poor,Normal,"Chinese,Continental,Italian,Seafood",4,Southern Avenue,82,Slow
167556,Triplicane,Chennai,Chennai - Triplicane,Sealord Restaurant,Medium,450,2.5,High,4,100,Good,Normal,"South Indian,Fast Food,Biryani,Chinese",4,Triplicane,40,Standard
167614,Thousand Lights,Chennai,Chennai - Thousand Lights,Hotel Sennthur,Medium,300,11.36,Very High,4.4,500,Good,Normal,"North Indian,South Indian",2,Club House Road,44,Standard
167670,Ashok Nagar,Bangalore,Bangalore - Ashok Nagar,Easy Bites By Hotel Empire,Medium,200,1.82,Moderate,2.9,80,Poor,Normal,"Snacks,American",2,Church Street Off,44,Standard
167945,Kurla,Mumbai,Mumbai - Kurla,Jhakas Family Restaurant,Medium,300,2,High,2.9,80,Poor,Normal,"Indian,Chinese",2,Tilak Nagar Opp. Kurla Terminal,40,Standard
167970,Old Washermanpet,Chennai,Chennai - Old Washermanpet,Biriyani Brothers,Medium,250,1.89,Moderate,4.3,100,Good,Normal,"Indian,Biryani",2,Washermenpet,53,Standard
168043,Sector 7 Rohini,Delhi,Delhi - Sector 7 Rohini,Burger Singh (Big Punjabi Burgers),Medium,250,15.15,Very High,4,500,Good,Normal,"Snacks,Fast Food,Indian,American,Beverages,Desserts,Mughlai,North Indian,Biryani,Tibetan,Chinese,Continental",12,Sector-7,33,Standard
168348,Hedua,Kolkata,Kolkata - Hedua,Ronit Dhaba,Low,150,0.48,Low,3.1,20,Average,Normal,"Indian,Mughlai",2,Srakar Street,42,Standard
168353,Guttahalli,Bangalore,Bangalore - Guttahalli,London Dairy,Medium,250,1.6,Moderate,2.9,80,Poor,Normal,Ice Cream,1,Malleshwaram,50,Standard
168361,Dumdum,Kolkata,Kolkata - Dumdum,Chacha'S Kitchen,Medium,200,0.27,Low,4.3,20,Good,Normal,"Fast Food,Biryani,Chinese,Combo,Snacks",5,Dumdum,73,Slow
168509,Sector 51,Delhi,Delhi - Sector 51,Shakes And Chinese,Medium,250,1.78,Moderate,2.9,80,Poor,Normal,"Indian,Chinese",2,Sector-7,45,Standard
168602,Alwarpet,Chennai,Chennai - Alwarpet,Gongura,Medium,350,0.31,Low,3.1,20,Average,Normal,"Biryani,Andhra",2,Cenotaph Road,64,Slow
168668,Alwarpet,Chennai,Chennai - Alwarpet,Dal Rotti,Medium,300,7.58,Very High,4.1,500,Good,Normal,North Indian,1,Cenotaph Road,66,Slow
168713,Annanagar East,Chennai,Chennai - Annanagar East,Pulusu ( Anna Nagar ),Medium,300,8.62,Very High,4.1,500,Good,Normal,"Andhra,Biryani,Chettinad,South Indian,Desserts,Beverages",6,Second Avenue,58,Standard
169086,Ayanavaram,Chennai,Chennai - Ayanavaram,Oliver Garden Cater,Low,100,1.38,Moderate,2.9,80,Poor,Normal,Fast Food,1,Pudhunagar.Aynavaram.,58,Standard
169450,Chembur,Mumbai,Mumbai - Chembur,Loving Paratha And Roll,Medium,200,1.27,Moderate,2.9,80,Poor,Normal,"Indian,Fast Food",2,Jai Hind Nagar,63,Slow
169611,Himayatnagar,Hyderabad,Hyderabad - Himayatnagar,Trupthi Deluxe Mess,Medium,200,0.57,Low,3.5,20,Average,Normal,South Indian,1,Himayat Nagar,35,Standard
169803,Annanagar,Chennai,Chennai - Annanagar,Milda Naturals,Medium,250,1.54,Moderate,2.9,80,Poor,Normal,Ice Cream,1,Ayanavaram,52,Standard
170132,Rohini,Delhi,Delhi - Rohini,Biryani Kingdom,Medium,250,2,High,2.9,80,Poor,Normal,Chinese,1,Sector 7 Rohini,40,Standard
170463,Pitam Pura,Delhi,Delhi - Pitam Pura,Bikaner Sweet Corner,Medium,300,2.17,High,4.4,100,Good,Normal,"North Indian,Desserts,Sweets",3,Harsh Vihar Chowk Pitampura,46,Standard
170528,Sampangiram Nagar,Bangalore,Bangalore - Sampangiram Nagar,The Betel Leaf Co.,Low,100,1.96,Moderate,4.5,100,Excellent,Normal,"Paan,Desserts",2,Chakravarthy Iyanger Layout,51,Standard
170538,Indiranagar,Bangalore,Bangalore - Indiranagar,Side Dish,Medium,200,0.38,Low,4,20,Good,Normal,"Tandoor,North Indian,Chinese,Snacks,Beverages,Desserts",6,Indiranagar Double Road,53,Standard
170539,Indiranagar,Bangalore,Bangalore - Indiranagar,Donne Biryani Adda,Medium,200,0.41,Low,3.8,20,Average,Normal,"Biryani,South Indian,Desserts,Beverages",4,Shrinivasa Tower,49,Standard
170592,Rohini,Delhi,Delhi - Rohini,Cheers Resto Bar,Medium,300,1.43,Moderate,2.9,80,Poor,Normal,North Indian,1,Parshant Vihar,56,Standard
170708,Parvat Patiya,Surat,Surat - Parvat Patiya,Om Sairam Fastfood,Low,100,1.67,Moderate,2.9,80,Poor,Normal,Fast Food,1,Dumbhal,48,Standard
170891,Begampur,Delhi,Delhi - Begampur,Cake 24 7,High,600,1.4,Moderate,2.9,80,Poor,Normal,Bakery,1,Sector- 24,57,Standard
171093,Saki Naka,Mumbai,Mumbai - Saki Naka,Wow! China,Medium,400,0.38,Low,4,20,Good,Normal,"Tibetan,Fast Food,Chinese,Asian,Snacks,Continental,Desserts,Beverages",8,Phoenix Mall,52,Standard
171102,Lnt Mall Musarambagh,Hyderabad,Hyderabad - Lnt Mall Musarambagh,Kfc,Medium,400,28.57,Very High,4,1000,Good,High Demand,"American,Fast Food,Snacks",3,Lnt Mall Musarambagh,35,Standard
171298,Perambur,Chennai,Chennai - Perambur,Am Biryani,Medium,400,8.62,Very High,3.6,500,Average,Normal,Biryani,1,Jumbulingam Main Road G.K.M Colony,58,Standard
171682,Salt Lake,Kolkata,Kolkata - Salt Lake,Mast Kalandar Dhaba,Medium,350,0.82,Low,4,50,Good,Normal,"Indian,Tandoor,Chinese",3,Salt Lake,61,Slow
171799,Rohini,Delhi,Delhi - Rohini,Lazeez Biryani,Medium,200,1.74,Moderate,2.9,80,Poor,Normal,Indian,1,Sector-7,46,Standard
172334,Dum Dum,Kolkata,Kolkata - Dum Dum,Lucknow Biryani House,Medium,200,0.68,Low,3.6,50,Average,Normal,Indian,1,North Twenty Four Parganas,73,Slow
172448,J.C.Nagar,Bangalore,Bangalore - J.C.Nagar,Shawarma Time,Low,150,1.04,Moderate,4.3,50,Good,Normal,Arabian,1,J C Nagar,48,Standard
172464,Thousand Lights,Chennai,Chennai - Thousand Lights,Stix  By Hyatt Regency Chennai,High,1200,0.25,Low,3.8,20,Average,Normal,"Chinese,Continental,Italian,North Indian",4,Teynampet,80,Slow
172471,Jayanagar,Bangalore,Bangalore - Jayanagar,Pure & Sure Organic Cafe,Medium,350,1.63,Moderate,2.9,80,Poor,Normal,"Italian-American,Continental,Juices,Beverages",4,27Th Cross Rd Jayanagar 1St Block,49,Standard
172606,Aminjikarai,Chennai,Chennai - Aminjikarai,Bharani Bhavan,Medium,300,2.04,High,4.3,100,Good,Normal,South Indian,1,Vaidhyanadan Street,49,Standard
172624,Khokhra,Ahmedabad,Ahmedabad - Khokhra,Shree Bhairavnath Punjabi Bhojnalay,Medium,200,1.7,Moderate,2.9,80,Poor,Normal,Punjabi,1,Alankar Complex,47,Standard
172891,Adajan,Surat,Surat - Adajan,Bhagvati Dry Fruit Dish Gola,Medium,250,0.51,Low,4.3,20,Good,Normal,"Desserts,Ice Cream",2,Adajanopp Mahalaxmi Temple,39,Standard
173209,Bandra Area,Mumbai,Mumbai - Bandra Area,The Bandra Sushiholic,High,1400,0.79,Low,4.2,50,Good,Normal,Sushi,1,Hill Road,63,Slow
173248,West Mambalam,Chennai,Chennai - West Mambalam,Thanjavur Mess,Medium,200,14.49,Very High,4.4,1000,Good,High Demand,South Indian,1,West Mambalam,69,Slow
173256,Chembur,Mumbai,Mumbai - Chembur,Vaishno Punjab,Medium,250,1.85,Moderate,4.2,100,Good,Normal,"Thalis,North Indian",2,Rc Marg,54,Standard
173261,Bhowanipore,Kolkata,Kolkata - Bhowanipore,Allen Kitchen Saveurs De Calcutta,Medium,200,1.37,Moderate,4.2,100,Good,Normal,"Fast Food,North Indian,Mexican,Snacks",4,Ward No.72,73,Slow
173654,Camp,Pune,Pune - Camp,Yumma Swami,Medium,200,1.39,Moderate,4.2,50,Good,Normal,South Indian,1,Moledina Road,36,Standard
173830,Thousand Lights,Chennai,Chennai - Thousand Lights,Airborne Carnival,Medium,400,1.63,Moderate,2.9,80,Poor,Normal,"Fast Food,Beverages",2,Kader Nawaz Khan Road,49,Standard
173999,New Malakpet,Hyderabad,Hyderabad - New Malakpet,Taco Bell,Medium,300,13.51,Very High,3.8,500,Average,Normal,Mexican,1,L&T Mall Malakpet,37,Standard
174042,New Nallakunta,Hyderabad,Hyderabad - New Nallakunta,Sri Santosh Family Dhaba,Low,100,2.63,High,4,100,Good,Normal,"Sweets,Fast Food",2,Shivamroad,38,Standard
174554,Mohammed Wadi,Pune,Pune - Mohammed Wadi,Immuneaty,Medium,200,0.9,Low,2.9,80,Poor,Normal,Fast Food,1,Kondhwa,89,Slow
175225,Moti Nagar,Delhi,Delhi - Moti Nagar,The Street Bakers,Medium,200,0.28,Low,4.2,20,Good,Normal,"Bakery,Chinese,Snacks",3,Moti Nagar,71,Slow
175239,Baranagar,Kolkata,Kolkata - Baranagar,Aala Biriyani,Medium,200,0.3,Low,4,20,Good,Normal,"Indian,Biryani",2,Netaji Colony,67,Slow
175267,Anand Nagar,Surat,Surat - Anand Nagar,Laxmi Egg House,Medium,200,1.89,Moderate,4,100,Good,Normal,Fast Food,1,Ak Road,53,Standard
175292,Shahpore,Surat,Surat - Shahpore,Khapsa House,Low,100,13.16,Very High,4.1,500,Good,Normal,"Fast Food,Chinese",2,Shahpore,38,Standard
175293,Athwa,Surat,Surat - Athwa,Shree Sainath Fast Food,Low,100,1.74,Moderate,2.9,80,Poor,Normal,"Fast Food,Pizzas",2,City Light,46,Standard
175317,Surat,Surat,Surat - Surat,Prabhu Egg Center,Medium,200,1.82,Moderate,2.9,80,Poor,Normal,North Indian,1,Lal Darwaja,44,Standard
175347,Egmore,Chennai,Chennai - Egmore,Symphony - Ramada,Medium,200,1.28,Moderate,4,50,Good,Normal,"Indian,Chinese,Tandoor",3,Egmore,39,Standard
175481,Asalpha,Mumbai,Mumbai - Asalpha,Top Chinese Fast  Food,Medium,250,1.48,Moderate,2.9,80,Poor,Normal,Indian,1,Mohili Village Nair Wadi Sakinaka Mumbai,54,Standard
175711,Domlur,Bangalore,Bangalore - Domlur,Andhra Mess,Medium,250,1.75,Moderate,3.7,100,Average,Normal,"Andhra,South Indian,Biryani,Chinese,Hyderabadi",5,2Nd Main Rd Ak Colony,57,Standard
175761,Kodambakkam,Chennai,Chennai - Kodambakkam,Puducherry Sri Kamatchi.,Medium,300,14.08,Very High,4.3,1000,Good,High Demand,"South Indian,Chinese",2,Kk Nagar,71,Slow
175907,Koramangala,Bangalore,Bangalore - Koramangala,Kitchens Of China,Medium,350,1.43,Moderate,2.9,80,Poor,Normal,"Chinese,Combo,Asian",3,Koramangala,56,Standard
175914,Banjara Hills,Hyderabad,Hyderabad - Banjara Hills,La Pino'Z Pizza,Medium,300,17.86,Very High,4,1000,Good,High Demand,Pizzas,1,Road Number 12,56,Standard
176071,Malleshwaram,Bangalore,Bangalore - Malleshwaram,Brahmins' Thatte Idli,Low,150,10.42,Very High,4.4,500,Good,Normal,"South Indian,Combo",2,Vyalikaval,48,Standard
176222,Varachha,Surat,Surat - Varachha,Krishna Bakery,Medium,200,0.36,Low,3.9,20,Average,Normal,Desserts,1,Lh Road,55,Standard
176412,Wanowrie,Pune,Pune - Wanowrie,Churro Mania,Medium,300,1.41,Moderate,4.6,100,Excellent,Normal,Desserts,1,Salunke Vihar,71,Slow
176422,Sadashiv Peth,Pune,Pune - Sadashiv Peth,Jija Pure Veg,Low,150,2.29,High,2.9,80,Poor,Normal,Indian,1,Sadashiv Peth,35,Standard
176436,Powai Area,Mumbai,Mumbai - Powai Area,Haka,Medium,350,1.85,Moderate,4.2,100,Good,Normal,"Chinese,Asian,Seafood",3,Powai Area,54,Standard
176437,Powai Area,Mumbai,Mumbai - Powai Area,Oh! Calcutta,High,800,1.72,Moderate,4.4,100,Good,Normal,Bengali,1,Powai Area,58,Standard
176453,Palanpur Patia,Surat,Surat - Palanpur Patia,Baba Omlet,Medium,200,1.23,Moderate,2.9,80,Poor,Normal,North Indian,1,Opp. Smc Ward Adajan,65,Slow
176725,Triplicane,Chennai,Chennai - Triplicane,Salem Rr Biriyani Unavagam,Medium,400,3.03,High,3.9,100,Average,Normal,"Biryani,Chettinad,Tandoor,Chinese",4,Egmore,33,Standard
176970,Taltala,Kolkata,Kolkata - Taltala,Edabba,Low,150,23.26,Very High,4.2,1000,Good,High Demand,"Combo,Fast Food,North Indian,Chinese,Biryani,Continental,Beverages",7,New Market,43,Standard
177000,Kothrud,Pune,Pune - Kothrud,Sitara Hotel,Medium,200,1.21,Moderate,2.9,80,Poor,Normal,Indian,1,Kothrud,66,Slow
177003,Santacruz East,Mumbai,Mumbai - Santacruz East,Sabri Hotel,Medium,400,0.56,Low,3.6,20,Average,Normal,"Chinese,North Indian,Biryani",3,Bandra Kurla Complex Road,36,Standard
177016,Gandhi Nagar,Bangalore,Bangalore - Gandhi Nagar,Idc Kitchen,Low,150,2.27,High,4.4,100,Good,Normal,"South Indian,North Indian",2,Gandinagar,44,Standard
177042,Rohini,Delhi,Delhi - Rohini,Awadhi Biryani,Medium,200,2,High,2.9,80,Poor,Normal,"Chinese,Fast Food,Combo,Biryani,Beverages",5,Sector-7,40,Standard
177155,Santacruz East,Mumbai,Mumbai - Santacruz East,Sadguru Sandwiches Centre,Medium,200,0.5,Low,4.5,20,Excellent,Normal,Fast Food,1,Scruz Bandra East,40,Standard
177231,Athwa,Surat,Surat - Athwa,Go Momos,Medium,200,1.74,Moderate,2.9,80,Poor,Normal,"Chinese,Fast Food,Burmese",3,City Light,46,Standard
177336,Tondiarpet,Chennai,Chennai - Tondiarpet,Delicious Pizza,Medium,200,0.99,Low,2.9,80,Poor,Normal,Fast Food,1,Washermenpet,81,Slow
177339,West Mambalam,Chennai,Chennai - West Mambalam,Bakya Veg Restaurant,Low,150,13.33,Very High,4.3,1000,Good,High Demand,"South Indian,Chinese,North Indian",3,T Nagar,75,Slow
177553,Tarnaka,Hyderabad,Hyderabad - Tarnaka,Rs Fast Food Center,Low,150,1.59,Moderate,3.8,100,Average,Normal,"Chinese,Fast Food",2,Nacharam Main Road,63,Slow
177661,Piplod,Surat,Surat - Piplod,Pure By Slurrp,Medium,400,0.35,Low,4.2,20,Good,Normal,"Indian,Continental",2,Vesu,57,Standard
177865,Triplicane,Chennai,Chennai - Triplicane,Super Bombay Kulfi Natural Ice Cream Milkshake And Chats,Medium,200,1.7,Moderate,2.9,80,Poor,Normal,"Ice Cream,Beverages",2,Jhony John Khan Road,47,Standard
177927,Althan,Surat,Surat - Althan,Punjabi Dhaba -The Taste Of Punjab,Medium,250,12.5,Very High,3.4,500,Average,Normal,"Punjabi,North Indian,Chinese,Biryani,Desserts",5,Althan Bhatar,40,Standard
178816,Jodhpur Village,Ahmedabad,Ahmedabad - Jodhpur Village,Juice Pitara,Medium,200,1.96,Moderate,4.6,100,Excellent,Normal,"Juices,Beverages,Healthy Food",3,Satellite Jodhpur,51,Standard
178886,Kothapet,Hyderabad,Hyderabad - Kothapet,Vasireddy Swagruha Foods,Medium,350,1.85,Moderate,4.2,100,Good,Normal,Sweets  South Indian  North Indian  Snacks,1,Kothapet,54,Standard
179095,Old Malakpet,Hyderabad,Hyderabad - Old Malakpet,Subbayya Gari Hotel,Medium,300,34.48,Very High,4.1,1000,Good,High Demand,South Indian,1,Sri Krupa Market Malakpet,29,Fast
179337,Moghalpura,Hyderabad,Hyderabad - Moghalpura,Chinese Hut Fast Food,Low,150,2.22,High,3.6,100,Average,Normal,"Chinese,Fast Food",2,Charminar,45,Standard
179446,Taltala,Kolkata,Kolkata - Taltala,Silver Spoon,Medium,400,1.92,Moderate,3.9,100,Average,Normal,"Chinese,Tibetan",2,Mcleod Street,52,Standard
179449,Motera,Ahmedabad,Ahmedabad - Motera,Jay Ambe Bhajipav And Pulav,Medium,200,0.27,Low,4,20,Good,Normal,Fast Food,1,Motera,73,Slow
179457,Ghatkopar East,Mumbai,Mumbai - Ghatkopar East,Agrawals Juice And Fast Food Centre,Medium,300,2.44,High,4.7,100,Excellent,Normal,Fast Food,1,Ghatkopar East,41,Standard
179474,Richmond Town,Bangalore,Bangalore - Richmond Town,Wandercrust,Medium,350,2,High,2.9,80,Poor,Normal,"Pizzas,Italian",2,Aga Abdullah Street,40,Standard
179515,Kurla West,Mumbai,Mumbai - Kurla West,Aniruddha'S,Medium,250,1.9,Moderate,2.9,80,Poor,Normal,"Indian,North Indian,Biryani",3,Kurla,42,Standard
179653,Kurla,Mumbai,Mumbai - Kurla,Javed Bhai'S,Medium,300,0.53,Low,4.5,20,Excellent,Normal,Mughlai,1,Kurla Weight Bridge,38,Standard
179656,Maharshi Nagar,Pune,Pune - Maharshi Nagar,Healthy Affairs,Medium,300,0.96,Low,4.6,50,Excellent,Normal,"Fast Food,Continental,Desserts",3,Bibwewadi,52,Standard
179665,Amberpet,Hyderabad,Hyderabad - Amberpet,Deccan Chinese Fast Food,Medium,200,1.57,Moderate,2.9,80,Poor,Normal,"Chinese,Fast Food",2,Uppal Ramanthapur Amberpet,51,Standard
179693,Rohini,Delhi,Delhi - Rohini,Biryani Empire,Medium,300,0.53,Low,3,20,Average,Normal,"Indian,Chinese",2,Shiva Road Sector 7,38,Standard
179816,Rohini,Delhi,Delhi - Rohini,Chicken Dum Biryani,Medium,300,1.78,Moderate,2.9,80,Poor,Normal,"Mughlai,Indian",2,Shiva Road,45,Standard
180161,Rohini,Delhi,Delhi - Rohini,Mughlai Biryani,Medium,300,2,High,2.9,80,Poor,Normal,"Indian,Continental,Snacks",3,Shiva Road,40,Standard
180171,Rohini,Delhi,Delhi - Rohini,Biryani Zaika,Medium,200,1.78,Moderate,2.9,80,Poor,Normal,"Biryani,Chinese,North Indian",3,Sector 7 Rohini,45,Standard
180345,Vastral,Ahmedabad,Ahmedabad - Vastral,Shree Atalji Dining Hall,Medium,220,0.72,Low,4.2,50,Good,Normal,"Thalis,Punjabi,Gujarati",3,Vastral,69,Slow
180360,Navrangpura,Ahmedabad,Ahmedabad - Navrangpura,Sugarless Life,Medium,250,2.78,High,4.2,100,Good,Normal,"Desserts,Sweets,Combo,Italian,Pizzas,Snacks",6,Navrangpura,36,Standard
180491,Chembur,Mumbai,Mumbai - Chembur,Mamaji - Taste Of Katta (Ruia),Medium,250,1.09,Moderate,4.2,50,Good,Normal,"North Indian,Chinese,Fast Food",3,Chembur,46,Standard
180533,George Town,Chennai,Chennai - George Town,Majeeth Hotel,Medium,300,2.27,High,4.1,100,Good,Normal,"South Indian,Chinese,Biryani",3,Royapuram,44,Standard
180579,Ayanavaram,Chennai,Chennai - Ayanavaram,Green Mango Juice Shop,Low,30,0.35,Low,4.2,20,Good,Normal,Juices,1,Vasantha Nagar Chinna Chembarambakkam Ayanavaram,57,Standard
180580,Wadgaon Sheri,Pune,Pune - Wadgaon Sheri,The Choupatiwala Cafe,Medium,300,1.01,Moderate,2.9,80,Poor,Normal,Fast Food,1,Viman Nagar,79,Slow
180645,Padmarao Nagar,Hyderabad,Hyderabad - Padmarao Nagar,Nitchal Grand Restaurant,Medium,250,1.51,Moderate,2.9,80,Poor,Normal,"North Indian,Chinese,Tandoor,Biryani",4,Padmarao Nagar,53,Standard
180753,Kalyani Nagar,Pune,Pune - Kalyani Nagar,The Bounty Sizzlers,High,600,0.33,Low,3.9,20,Average,Normal,Continental,1,Kalyani Nagar,60,Standard
180758,Kapodra Patiya,Surat,Surat - Kapodra Patiya,Kaka Ni Bhajipav & Fastfood,Low,120,1.96,Moderate,4.1,100,Good,Normal,"Fast Food,Punjabi,Chinese",3,Chikuwadi,51,Standard
180847,Malleshwaram,Bangalore,Bangalore - Malleshwaram,Bombay Vadapav Corner,Low,100,2.56,High,4.4,100,Good,Normal,North Indian,1,Seshadripuram1St Main Road,39,Standard
180958,Shivaji Nagar,Bangalore,Bangalore - Shivaji Nagar,Bhagatram Sweets,Medium,250,2.78,High,3.9,100,Average,Normal,"Indian,Chinese,North Indian,Snacks",4,Central Bangalore,36,Standard
181010,Aminjikarai,Chennai,Chennai - Aminjikarai,Thulasi Mess,Low,150,1.85,Moderate,3.8,100,Average,Normal,"South Indian,North Indian,Andhra,Biryani",4,Arumbakkam,54,Standard
